Plant	Year	Electricity	So2	NOx	Capital_Stock	Employees	Heat_coal	Heat_oil	Heat_gas	CAAP1
2706	90	6237.74171855542	49.3116537982565	NA	104683043.711226	83.1818181818182	17826.1519302615	33.5653285031133	0	0.545454545454545
2718	90	6770.50510585305	49.2246176836862	NA	372509000.676833	152.454545454545	19588.5429638854	139.113325031133	0	0.545454545454545
2721	90	5638.28941469489	41.1499476961395	NA	313871917.985605	139.818181818182	16287.6712328767	57.6997472323786	0	0.545454545454545
2727	90	26850.9085927771	178.418717310087	NA	301723967.566471	183.181818181818	70813.4495641345	145.613947696139	0	0.545454545454545
2790	90	1051.22926276463	7.72224408468244	NA	82244202.393932	50.7272727272727	4029.66376089664	0	0.500331257783312	0.545454545454545
2850	90	40943.9788293898	433.24200747198	NA	798293249.881273	542.363636363636	116866.749688667	80.929883237858	0	0.545454545454545
2864	90	6529.81544209215	182.159912826899	NA	232427659.500718	249	21452.0547945205	12.9703797668742	0	0.545454545454545
2872	90	20270.7496886675	683.679449564135	NA	536694453.644058	369.272727272727	57075.4669987547	184.689912826899	0	0.545454545454545
2876	90	21315.0640099626	575.769820672478	NA	757650657.331941	336.636363636364	60650.8094645081	20.7437586067248	0	0.545454545454545
3098	90	5515.27566625156	12.4955566625156	NA	195571638.764505	216.818181818182	18418.4308841843	85.2861087686177	0	0.545454545454545
3130	90	3282.56737235367	43.5275790784558	NA	129317456.319777	93.9090909090909	10682.6899128269	108.665905503861	0	0.545454545454545
3131	90	10027.7354919054	151.951469489415	NA	269050755.768335	131.545454545455	29700.6226650062	235.394769613948	0	0.545454545454545
3138	90	4427.19750933998	59.6911930261519	NA	350153472.933938	154.727272727273	14662.5155666252	37.424909611457	0	0.545454545454545
3140	90	23663.4829389788	324.906831880448	NA	385750105.097902	209.818181818182	67613.698630137	316.363636363636	0	0.545454545454545
3149	90	26197.4204234122	330.512134495641	NA	265767026.051053	189.090909090909	72041.3449564134	341.210460772105	0	0.545454545454545
3178	90	5806.30087173101	83.8245853051059	NA	104047986.239288	84.4545454545455	16923.2876712329	19.0745149374844	0	0.545454545454545
3297	90	10305.6403486924	92.3204657534247	NA	280467402.612432	92.2727272727273	29505.603985056	203.180572851806	0	0.545454545454545
3497	90	18019.3479452055	158.591419676214	NA	323757119.732017	220.545454545455	56938.2316313823	0	852.159402241594	0.545454545454545
3644	90	3052.31457036115	13.4445529265255	NA	71022879.7722162	97.5454545454545	9891.05853051059	10.943798256538	0	0.545454545454545
3775	90	10706.6874221669	57.0098480697385	NA	352873213.384208	173.636363636364	29108.3437110834	29.079865581071	0	0.545454545454545
3776	90	3397.17110834371	23.9879352428394	NA	202424359.054784	130	10546.1768368618	97.6934107108344	0	0.545454545454545
3788	90	5960.74445828144	37.1585678704857	NA	415206053.795954	197.181818181818	18310.0871731009	145.180572851806	0	0.545454545454545
3796	90	3118.08642590286	21.8228542963885	NA	134351319.424022	128.818181818182	9259.77584059776	32.065404732254	0	0.545454545454545
3936	90	3384.06575342466	19.9275666251557	NA	223870082.449615	138.545454545455	9681.59402241594	22.189042260523	0	0.545454545454545
3945	90	951.888418430884	8.42224906600249	NA	62532118.698707	79.7272727272727	3488.66749688667	13.3882924034869	0	0.545454545454545
3946	90	2386.98505603985	26.5910759651308	NA	61989089.040257	72.0909090909091	7231.58156911582	13.9015815691158	3.25473175591532	0.545454545454545
3947	90	12830.7290161893	399.752665006227	NA	491718761.506597	236.090909090909	35897.8829389788	16.7534644079701	0	0.545454545454545
3948	90	18989.6079701121	193.801890410959	NA	558304649.51902	252.454545454545	53875.7160647572	260.097135740971	0	0.545454545454545
4054	90	2860.72801992528	26.9052204234122	NA	32133233.1482898	62.6363636363636	8543.98505603985	3.93574266351183	0	0.545454545454545
4072	90	3837.21843088418	57.0646151930261	NA	158768710.712976	154	12466.7496886675	26.4744358655044	154.006518804483	0.545454545454545
4158	90	14938.3337484433	64.0753773349938	NA	276131237.317145	257.363636363636	48314.0722291407	62.1391407616438	0	0.545454545454545
4162	90	11925.303113325	54.9052826899128	NA	351401224.341826	215	35984.5579078456	25.3735334450809	87.6059374844334	0.545454545454545
6002	90	28307.9584059776	121.121118306351	NA	375670261.148398	403.909090909091	78000.2490660025	170.418457413699	1170.61768368618	0.545454545454545
6004	90	20344.1153175592	325.442316313823	NA	577999753.950652	247.636363636364	58924.5330012453	221.063944707347	21.0883810709838	0.545454545454545
6016	90	5487.82191780822	23.4588792029888	NA	358801821.044546	127.545454545455	16208.2191780822	24.7732757424657	0	0.545454545454545
6017	90	12264.4732254047	54.6752552926526	NA	346196260.675176	238.636363636364	36815.1930261519	113.574626770112	0	0.545454545454545
6095	90	14886.7100871731	55.5589315068493	NA	201923464.581842	217.909090909091	44290.9090909091	45.901222188792	0	0.545454545454545
6139	90	21219.7066002491	83.2662141967621	NA	164282881.701975	131.181818181818	64464.5080946451	124.234122042341	0	0.545454545454545
6146	90	42208.1676214197	166.115095890411	NA	737302857.935113	575.181818181818	135646.326276463	261.32503113325	0	0.545454545454545
6147	90	31474.7158156912	181.613823163138	NA	277995678.249635	427.272727272727	101453.051058531	333.987546699875	0	0.545454545454545
6155	90	15598.8727272727	138.039103362391	NA	394515762.942771	237.545454545455	44825.404732254	52.0539526774595	0	0.545454545454545
6178	90	11311.5354919054	38.6231681195517	NA	188905496.257715	107.181818181818	31802.4906600249	25.8769424009963	0	0.545454545454545
6193	90	19687.599750934	67.9814769613948	NA	320665948.052476	148.636363636364	56714.3212951432	0	172.362673723537	0.545454545454545
6248	90	8430.14894146949	35.9017708592777	NA	135526335.77464	117.363636363636	26313.0759651308	76.5320901544209	49.4920211706102	0.545454545454545
6264	90	18923.0938978829	92.1756612702366	NA	328827480.409659	241.454545454545	51354.9190535492	171.183063511831	0	0.545454545454545
8042	90	33454.1459526775	214.028871731009	NA	608672687.692055	178.545454545455	88365.1307596513	104.462867738481	0	0.545454545454545
8102	90	36412.9594022416	920.709270236613	NA	634284415.027993	384.090909090909	103793.275217933	163.887920298879	0	0.545454545454545
8226	90	9131.24483188045	109.975183063512	NA	517808577.454616	153.818181818182	26175.8405977584	12.6216364712329	149.803237858032	0.545454545454545
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
